Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
HP,14-AM122TU,hp,"₹ 39,999",2481,0,0,0,0,0,https://gadgets.ndtv.com/hp-14-am122tu-5849,,4GB,14.00-inch,No,Turbo Silver,Windows 10,1TB,14-AM122TU,Intel Core i5 7200U,,,No,1366x768 pixels,802.11 b/g/n,1.94,242.00 x 34.50 x 23.00,,2,,,No,2.5 GHz,,"HP 14-AM122TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Turbo Silver, 14 inch)",,4,,"1 x USB 2.0, 1 x USB 3.0",,,Yes,SD Card Reader,Yes,,Standard,,7,,,
Microsoft,Surface Pro DAJ-00021,microsoft,"₹ 174,999",2482,0,0,0,0,0,https://gadgets.ndtv.com/microsoft-surface-pro-daj-00021-7673,,8GB,12.50-inch,256GB,Graphite Gold,Windows 10 Professional,No,DAJ-00021,Intel Core i7 7th Gen 7300U,Intel Integrated HD Graphics 620,No,No,2736x1824 pixels,802.11 a/b/g/n/ac,,292.10 x 200.70 x 8.40,4.1,1,Surface Pro,Yes,Yes,2.6 GHz,Intel Integrated HD Graphics 620,"Microsoft Surface DAJ-00021 Laptop (8GB RAM, 256GB HDD, Intel Core i7, Graphite Gold, 12.3 inch)",,,,1 x USB 3.0,3MB,Yes,Stereo Speakers,SDXC Card Reader,,No,,,,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (mAh)': '10000', 'eMMC': '32GB'}"
HP,1T8TJG,hp,"₹ 83,218",2483,0,0,0,0,0,https://gadgets.ndtv.com/hp-1t8tjg-8451,,12GB,15.60-inch,No,Purple,Windows 10,2TB,1T8TJG,Intel Core i5 8th Gen 8250U,Intel HD Graphics 620,No,No,1366x768 pixels,802.11 ac,1.2,380.00 x 254.00 x 24.00,,3,,,,1.6 GHz,Intel HD Graphics 620,"HP 1T8TJG Laptop (Windows 10, 12GB RAM, 2000GB HDD, Intel Core i5, Purple, 15.6 inch)",,2,,1 x USB 2.0,,,Stereo Speakers,,Yes,No,Standard,10/100/1000 Base T,,DDR4,,
Asus,ZenBook Pro UX501JW-DH71T-WX,asus,,2484,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-pro-ux501jw-dh71t-wx-8071#gallery,,16GB,15.00-inch,512GB,Silver,Windows 10,No,UX501JW-DH71T-WX,Intel Core i7 4th Gen 4720HQ,Nvidia GeForce GTX 960M,,No,3840x2160 pixels,802.11 b/g/n,2.27,52.32 x 255.00 x 38.30,4,3,ZenBook Pro,,Yes,2.6 GHz,Nvidia GeForce GTX 960M,,,,,3 x USB 3.0,,,Yes,2 in 1 Card Reader,Yes,,Standard,,4.5,GDDR5,,"{'RAM Slots': '1', 'Web Camera': '0.3-megapixel', 'eMMC': '32GB'}"
HP,15-AY509TU,hp,,2485,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-ay509tu-5895,,8GB,15.60-inch,No,Silver,DOS,1TB,15-AY509TU,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,,1366x768 pixels,802.11 b/g/n,2.19,61.72 x 38.43 x 38.43,4,,,,,2 GHz,Intel Integrated HD Graphics 5500,,,4,Touchpad,"2 x USB 2.0, 2 x USB 3.0, 2 x USB 3.0 (Type C)",3MB,,2 Speakers,Yes,,No,,10/100 Base T,,,,"{'Web Camera': '0.3-megapixel', 'eMMC': '32GB'}"
Lenovo,IdeaPad Z50,lenovo,,2486,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ideapad-z50-8817,,8GB,15.60-inch,No,Black,Windows 10,1TB,Z50,,Intel Integrated HD Graphics 4400,No,No,,,2.4,384.00 x 265.00 x 25.00,4,3,IdeaPad,Yes,No,1.7 GHz,Intel Integrated HD Graphics 4400,,Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,2 Speakers,,,No,Standard,,4,,16GB,
Microsoft,Surface Laptop 3 15-inch,microsoft,"₹ 141,500",2487,0,0,0,0,0,https://gadgets.ndtv.com/microsoft-surface-laptop-3-15-inch-price-in-india-91188,,8GB,15.00-inch,128GB,"Platinum, Matte Black",Windows 10 Home,,,AMD Ryzen 5 3580U,AMD Radeon Vega 9,Yes,,2496x1664 pixels,802.11 a/b/g/n/ac,1.542,244.00 x 339.50 x 14.69,5,2,Surface Laptop,Yes,Yes,,AMD Radeon Vega 9,"Microsoft Surface 3 Laptop (Windows 10 Home, 8GB RAM, 256GB SSD, AMD Ryzen 5, Platinum, 15.0 Inch)",,,Touchpad,"1 x USB 3.0 (Type A), 1 x USB 3.0 (Type C)",,,Yes,,,Yes,,,11.5,,,"{'RAM Slots': '1', 'Web Camera': '0.3-megapixel'}"
HP,15-BS547TU,hp,"₹ 21,997",2488,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-bs547tu-6966,,4GB,15.60-inch,No,Black,Windows 10,500GB,15-BS547TU,Intel Pentium Dual Core N3710,Integrated Graphics Processor,,No,1366x768 pixels,802.11 b/g/n,2.1,254.00 x 38.00 x 24.00,,3,,,No,1.6 GHz,Integrated Graphics Processor,"HP 15-BS547TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Jet Black, 15.6 inch)",,4,,,,Yes,,Yes,Yes,,Standard,,4,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (mAh)': '10000', 'eMMC': '32GB'}"
Asus,ZenBook 3 UX490UA-XS74-BL,asus,"₹ 511,536",2489,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-3-ux490ua-xs74-bl-6863#gallery,,16GB,14.00-inch,512GB,Blue,Windows 10 Professional,No,UX490UA-XS74-BL,Intel Core i7 7th Gen 7500U,Integrated Graphics Processor,,Yes,,802.11 ac,1.09,213.00 x 33.00 x 33.02,4.1,2,ZenBook 3,Yes,,2.7 GHz,Integrated Graphics Processor,"Asus UX490UA-XS74-BL Laptop (Windows 10 Pro, 16GB RAM, 512GB HDD, Intel Core i7, Blue, 14 inch)",Yes,,Touchpad,,,,Yes,,,,,,9,DDR3,,{'Headphone and Mic Combo Jack': 'Yes'}
Asus,A555LF-XX407D,asus,,2490,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx407d-5934,,4GB,15.60-inch,No,Dark Blue,DOS,1TB,A555LF-XX407D,Intel Core i3 5th Gen 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4,3,,Yes,No,2.1 GHz,Nvidia GeForce 930M,,,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3.5,DDR3,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
HP,X2 210-G1,hp,,2491,0,0,0,0,0,https://gadgets.ndtv.com/hp-x2-210-g1-7381,,2GB,10.10-inch,No,Grey,Windows 10,32GB,X2 210-G1,Intel Atom Quad Core Z8300,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 a/b/g/n/ac,1.139,264.00 x 182.60 x 19.84,4,2,,Yes,Yes,1.44 GHz,Intel Integrated HD Graphics,,Yes,,Trackpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,,1 Micro SD Card Reader,,No,Micro,,10,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
Asus,VivoBook W202NA-YS03,asus,"₹ 83,309",2492,0,8,42,25,25,https://gadgets.ndtv.com/asus-vivobook-w202na-ys03-8827,12,4GB,11.60-inch,No,Midnight Blue,Windows 10,64GB,W202NA-YS03,Intel Celeron Dual Core N3350,Intel HD Graphics,No,No,1366x768 pixels,802.11 ac,1.179,294.64 x 200.66 x 22.86,4.1,2,VivoBook,,,1.1 GHz,Intel HD Graphics,"Asus Vivobook W202NA-YS03 Laptop (Windows 10, 4GB RAM, 64GB HDD, Intel Celeron, Midnight Blue, 11.6 inch)",,2,,2 x USB 3.0,,,,SDXC Card Reader,,No,Standard,,,,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41'}"
AGB,Tiara 1709-A,agb,"₹ 68,999",2493,0,0,0,0,0,https://gadgets.ndtv.com/agb-tiara-1709-a-6654,,8GB,15.60-inch,512GB,Silver,Windows 10,No,1709-A,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,,,4.1,3,Tiara,Yes,No,2.7 GHz,Nvidia,"AGB Tiara 1709-A Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i7, Silver, 15.6 inch)",,,,1 x USB 3.0,,Yes,,,Yes,,,10/100/1000 Base T,8,DDR5,,{'Web Camera': '0.3-megapixel'}
AGB,Tiara 2403-R,agb,"₹ 71,999",2494,0,0,0,0,0,https://gadgets.ndtv.com/agb-tiara-2403-r-6876,,8GB,15.60-inch,512GB,Silver,Windows 10,No,2403-R,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,,,4.1,3,Tiara,Yes,No,2.7 GHz,Nvidia,"AGB Tiara 2403-R Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0",,Yes,,,Yes,,,10/100/1000 Base T,8,DDR5,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '52', 'Backlit Keyboard': 'Yes'}"
Asus,EeeBook AWH21,asus,,2495,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-awh21-8914,,4GB,14.00-inch,No,Black,Windows 10,64GB,AWH21,,AMD Radeon R2,,No,1366x768 pixels,802.11 b/g/n,1.65,339.00 x 235.00 x 21.90,4,3,EeeBook,Yes,No,1.5 GHz,AMD Radeon R2,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,,,,
HP,Pavilion X360 CD0087TU,hp,,2496,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-x360-cd0087tu-7903,,8GB,14.00-inch,No,Mineral Silver,Windows 10,1TB,X360 CD0087TU,Intel Core i5,,,No,1920x1080 pixels,802.11 n/ac,,,4,2,Pavilion,Yes,,1.6 GHz,,,Yes,3,,,6MB,Yes,,SD Card Reader,Yes,,Standard,,8,,12GB,{'Web Camera': '2-megapixel'}
AGB,Orion ZQ0812,agb,"₹ 64,499",2497,0,0,0,0,0,https://gadgets.ndtv.com/agb-orion-zq0812-6880,,8GB,14.00-inch,256GB,Silver,Windows 10,No,ZQ0812,Intel Core i7 7th Gen 7500u,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,4.1,3,Orion,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ0812 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,No,,10/100/1000 Base T,8,DDR5,,
AGB,Orion ZQ1608,agb,"₹ 88,000",2498,0,0,0,0,0,https://gadgets.ndtv.com/agb-orion-zq1608-6877#gallery,,8GB,14.00-inch,512GB,Silver,Windows 10,No,ZQ1608,Intel Core i7 7th Gen 7500u,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,4.1,3,Orion,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ1608 Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,No,,10/100/1000 Base T,8,DDR5,,
Asus,A555LF-XX309T,asus,,2499,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx309t-7160#gallery,,4GB,15.60-inch,No,Blue,DOS,1TB,A555LF-XX309T,Intel Core i5 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4,3,,Yes,No,2.1 GHz,Nvidia GeForce 930M,,,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3.5,DDR3,,
AGB,Octev AG1208,agb,"₹ 92,999",2500,43,0,29,0,29,https://gadgets.ndtv.com/agb-octev-ag1208-6859#gallery,7,8GB,15.60-inch,128GB,Silver,Windows 10,No,AG1208,Intel Core i7 7th Gen 7500u,Nvidia,,No,1920x1080 pixels,802.11 ac,,,4.1,3,Octev,Yes,No,2.7 GHz,Nvidia,"AGB Octev AG1208 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,,,10/100/1000 Base T,8,DDR5,,
Dell,13 Y560901IN9,dell,"₹ 69,990",2501,50,0,0,25,25,https://gadgets.ndtv.com/dell-13-y560901in9-7574,4,8GB,13.30-inch,No,Black,Windows 8.1,1TB,13 Y560901IN9,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,2.5,364.00 x 41.40 x 10.10,4.2,4,,Yes,No,,,"Dell Alienware 13 Y560901IN9 Laptop (Windows 8.1, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 13 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,DDR5,,{'Web Camera': '0.3-megapixel'}
Lenovo,ThinkPad T580 20L9,lenovo,"₹ 229,319",2502,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-t580-20l9-8835,,16GB,15.60-inch,No,Black,Windows 10 Professional,512GB,T580 20L9,Intel Core i7 8th Gen 8250U,,,No,3840x2160 pixels,802.11 b/g,1.97,365.80 x 252.80 x 19.95,4.2,2,ThinkPad,,,1.6 GHz,,"Lenovo Thinkpad T580 20L9 Laptop (Windows 10 Pro, 16GB RAM, 512GB HDD, Intel Core i7, Black, 15.6 inch)",,6,,2 x USB 3.0,,,Yes,4 in 1 Card Reader,Yes,,Standard,Yes,,,,{'Web Camera': '0.3-megapixel'}
Asus,EeeBook E402WA-WH21,asus,,2503,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-e402wa-wh21-7968,,4GB,14.00-inch,No,Black,Windows 10,64GB,E402WA-WH21,,AMD Radeon R2,,No,1366x768 pixels,802.11 b/g/n,1.65,339.00 x 235.00 x 21.90,4,3,EeeBook,Yes,No,1.5 GHz,AMD Radeon R2,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,,,,
Asus,ZenBook S,asus,,2504,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-s-price-in-india-96850,,16GB,13.90-inch,,Jade Black,Windows 10,1TB,UX393,Intel Core i7 10th Gen i7-1065G7,,No,,3300x2200 pixels,802.11 ac,1.35,224.00 x 306.00 x 15.70,5,2,ZenBook,Yes,Yes,,,,Yes,,Touchpad,2 x Thunderbolt 3 (Type C),,,Yes,1 Micro SD Card Reader,,No,Yes,,,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
Asus,A555LF-XX263D,asus,,2505,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx263d-7186#gallery,,4GB,15.60-inch,No,Blue,DOS,1TB,A555LF-XX263D,Intel Core i3 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4,3,,Yes,No,2.1 GHz,Nvidia GeForce 930M,,,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3.5,DDR3,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '63.3', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '4GB', 'Model Name': 'Pavilion 15-BC444TX'}"
Asus,X507MA-BR059T,asus,,2506,0,0,0,0,0,https://gadgets.ndtv.com/asus-x507ma-br059t-7977#gallery,,4GB,15.60-inch,No,Grey,Windows 10,1TB,X507MA-BR059T,Intel Pentium Dual Core N5000,,,No,1366x768 pixels,802.11 b/g/n,1.75,365.00 x 266.00 x 21.90,4,3,,Yes,No,1.1 GHz,,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",4MB,Yes,Yes,1 Micro SD Card Reader,,,,,,,8GB,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '29', 'Burst Clock Speed': '2 GHz', 'RJ11': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
AGB,Orion ZQ1608,agb,"₹ 88,000",2507,0,0,0,0,0,https://gadgets.ndtv.com/agb-orion-zq1608-6877,,8GB,14.00-inch,512GB,Silver,Windows 10,No,ZQ1608,Intel Core i7 7th Gen 7500u,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,4.1,3,Orion,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ1608 Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,No,,10/100/1000 Base T,8,DDR5,,{'RAM Slots': '2'}
AGB,Octev AG1208,agb,"₹ 92,999",2508,43,0,29,0,29,https://gadgets.ndtv.com/agb-octev-ag1208-6859,7,8GB,15.60-inch,128GB,Silver,Windows 10,No,AG1208,Intel Core i7 7th Gen 7500u,Nvidia,,No,1920x1080 pixels,802.11 ac,,,4.1,3,Octev,Yes,No,2.7 GHz,Nvidia,"AGB Octev AG1208 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,,,10/100/1000 Base T,8,DDR5,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'Super Multi DVD', 'Backlit Keyboard': 'Yes', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
Asus,ROG Strix GL553VE-FY047T,asus,,2509,0,0,0,0,0,https://gadgets.ndtv.com/asus-rog-strix-gl553ve-fy047t-6828,,8GB,15.60-inch,No,Black,Windows 10,1TB,GL553VE-FY047T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.5,383.00 x 255.00 x 21.00,4,3,ROG Strix,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,6,Touchpad,,6MB,Yes,,,Yes,,,,,DDR5,16GB,{'Web Camera': '0.3-megapixel'}
AGB,Tiara 1709-A,agb,"₹ 68,999",2510,0,0,0,0,0,https://gadgets.ndtv.com/agb-tiara-1709-a-6654#gallery,,8GB,15.60-inch,512GB,Silver,Windows 10,No,1709-A,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,,,4.1,3,Tiara,Yes,No,2.7 GHz,Nvidia,"AGB Tiara 1709-A Laptop (Windows 10, 8GB RAM, 500GB HDD, Intel Core i7, Silver, 15.6 inch)",,,,1 x USB 3.0,,Yes,,,Yes,,,10/100/1000 Base T,8,DDR5,,
AGB,Orion ZQ0812,agb,"₹ 64,499",2511,0,0,0,0,0,https://gadgets.ndtv.com/agb-orion-zq0812-6880#gallery,,8GB,14.00-inch,256GB,Silver,Windows 10,No,ZQ0812,Intel Core i7 7th Gen 7500u,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,4.1,3,Orion,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ0812 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,No,,10/100/1000 Base T,8,DDR5,,{'Web Camera': 'Yes'}
AGB,Tiara 2403-R,agb,"₹ 71,999",2512,0,0,0,0,0,https://gadgets.ndtv.com/agb-tiara-2403-r-6876#gallery,,8GB,15.60-inch,512GB,Silver,Windows 10,No,2403-R,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,,,4.1,3,Tiara,Yes,No,2.7 GHz,Nvidia,"AGB Tiara 2403-R Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0",,Yes,,,Yes,,,10/100/1000 Base T,8,DDR5,,
Lenovo,Yoga N23,lenovo,"₹ 32,959",2513,7,0,14,7,71,https://gadgets.ndtv.com/lenovo-yoga-n23-6962,14,4GB,11.60-inch,No,Black,Chrome OS,32GB,N23,Intel Celeron Dual Core 8173c,,,Yes,,,1.35,132.08 x 206.00 x 20.00,,2,Yoga,Yes,,,,"Lenovo N23 Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch)",Yes,3,Touchpad,,,Yes,Yes,Yes,Yes,,Standard,,,,32GB,
Asus,ROG GL502VS-DS71,asus,"₹ 220,646",2514,16,10,20,9,46,https://gadgets.ndtv.com/asus-rog-gl502vs-ds71-7220,192,16GB,15.60-inch,No,Silver,Windows 10,1TB,GL502VS-DS71,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,,No,1920x1080 pixels,802.11 ac,2.9,76.20 x 277.00 x 41.10,4.1,1,ROG,,,2.8 GHz,Nvidia GeForce GTX 1070,"Asus Rog GL502VS-DS71 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Silver, 15.6 inch)",,4,,1 x USB 3.1 Gen 2 (Type C),,,Yes,,Yes,,Standard,,,DDR4,,
Asus,ZenBook Pro Duo UX581,asus,"₹ 221,089",2515,0,0,0,0,100,https://gadgets.ndtv.com/asus-zenbook-pro-duo-ux581-price-in-india-13090,,32GB,15.60-inch,1TB,,Windows 10 Home,,UX581,,Nvidia,Yes,,3840x2160 pixels,802.11 a/b/g/n/ac,2.5,246.00 x 359.00 x 24.00,,3,ZenBook,,Yes,,Nvidia,"Asus ZenBook Pro Duo UX581 Laptop (Window 10 Home, 32GB RAM, 1000GB SSD, Intel Core i7, 9th Gen, Celestial Blue, 15.6 inch)",Yes,4,Touchpad,"2 x USB 3.1 Gen 2 (Type A), 1 x Thunderbolt 3 (Type C)",,Yes,,,,Yes,Standard,,,,,
Dell,Inspiron 7548,dell,"₹ 69,500",2516,69,0,8,8,15,https://gadgets.ndtv.com/dell-inspiron-7548-5018,13,16GB,15.60-inch,No,Silver,Windows 8 Professional,1TB,7548,Intel Core i7 5th Gen 5500U,AMD Radeon R7 M270,Yes,,,802.11 ac,,,4,,Inspiron,Yes,Yes,2.4 GHz,AMD Radeon R7 M270,"Dell Inspiron 7548 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",,3,Touchpad,,4MB,,Yes,,,Yes,,,,DDR3,,
Microsoft,Surface Book 3 (15),microsoft,,2517,0,0,0,0,0,https://gadgets.ndtv.com/microsoft-surface-book-3-15-price-in-india-92772,,16GB,13.50-inch,256GB,Platinum,Windows 10 Home,,,Intel Core i7 10th Gen i7-1065G7,Nvidia GeForce GTX 1660 Ti,Yes,,3240x2160 pixels,802.11 a/b/n/ac,1.905,251.00 x 343.00 x 23.00,5,3,,,Yes,,Nvidia GeForce GTX 1660 Ti,,Yes,,Touchpad,"2 x USB 3.1 Gen 2 (Type A), 1 x USB 3.1 Gen 2 (Type C)",,,Stereo Speakers,SDXC Card Reader,,Yes,,,15.5,GDDR6,,"{'VGA Port': 'Yes', 'Battery Capacity (WHR)': '31', 'Burst Clock Speed': '2.4 GHz'}"
AGB,Orion ZQ2501,agb,"₹ 65,499",2518,0,0,0,0,0,https://gadgets.ndtv.com/agb-orion-zq2501-6881,,8GB,14.00-inch,512GB,Silver,Windows 10,No,ZQ2501,Intel Core i7 7th Gen,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,,4.1,3,Orion,Yes,No,2.7 GHz,Intel Integrated HD Graphics 620,"AGB Orion ZQ2501 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Silver)",,,,"2 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C)",,,,,Yes,No,,10/100/1000 Base T,8,DDR5,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port'}"
Apple,MacBook MJY32HN/A,apple,"₹ 92,000",2519,0,0,0,0,100,https://gadgets.ndtv.com/apple-macbook-mjy32hn-a-6410,2,8GB,12.00-inch,256GB,Space Grey,macOS,No,MJY32HN/A,Intel Core m5 5th Gen 5Y10,Intel Integrated HD Graphics,No,No,,802.11 a/b/g/n/ac,0.9,,4,1,MacBook,Yes,No,,Intel Integrated HD Graphics,"Apple Macbook MJY32HN/A Laptop (Mac, 8GB RAM, 256GB HDD, Intel Core m5, Space Grey, 12.0 Inch)",Yes,,Touchpad,,4MB,,Stereo Speakers,,,No,,,9,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Backlit Keyboard': 'Yes'}"
Acer,Spin 5 SP513-52N-85LZ,acer,"₹ 90,643",2520,16,0,20,8,56,https://gadgets.ndtv.com/acer-spin-5-sp513-52n-85lz-8214#gallery,25,8GB,13.30-inch,256GB,Silver,Windows 10 Home,No,5 SP513-52N-85LZ,Intel Core i7 8th Gen 8550U,Intel HD Graphics 620,No,No,1920x1080 pixels,,1.5,40.64 x 32.40 x 22.60,4.1,3,Spin,,,1.8 GHz,Intel HD Graphics 620,"Acer Spin 5 SP513-52N-85LZ Laptop (Windows 10 Home, 8GB RAM, 256GB HDD, Intel Core i7, Silver, 13.3 inch)",,3,,"1 x USB 2.0, 2 x USB 3.0",8MB,,Stereo Speakers,,,No,Standard,,,DDR4,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '61.5', 'Optical Disk Drive': 'CD/DVD Writer', 'RJ11': 'Yes', 'Dedicated Graphic Memory': '4GB'}"
Asus,A555LF-XX231D,asus,,2521,0,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx231d-7175,,4GB,15.60-inch,No,Black,DOS,1TB,A555LF-XX231D,Intel Core i3 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4,3,,Yes,No,2.1 GHz,Nvidia GeForce 930M,,,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3.5,DDR3,,{'RAM Slots': '1'}
